participant_id,consent,plausible,attention_check,comp_check_1,comp_check_2,done_before,sex,age,valence,domain,prevalence,own_belief,discipline,condition,michael_would,michael_should,you_would,you_should,pass_old_imc,pass_check,agrees_with_michael
R_e59Ul9VNcmiXUX3,consent,3,dax,45,1,no,male,21,reject,scientific,common,3,neuroscience,normal,NA,-2,0,3,TRUE,TRUE,FALSE
R_9mZDAxHnnHJjXtH,consent,NA,NA,NA,NA,NA,NA,NA,accept,religious,common,-3,psychological,abnormal,NA,NA,NA,NA,FALSE,FALSE,FALSE
R_eFoY7W7I1v7WuEd,consent,5,dax,45,1,no,female,27,reject,scientific,rare,3,developmental,normal,3,-0,0,0,TRUE,TRUE,FALSE
R_eE52kVr44hUCMdv,consent,2,dax,45,2,no,male,30,accept,religious,rare,-3,genetic,normal,2,2,-0,-0,TRUE,FALSE,FALSE
R_06wxIOvMth2ikOp,consent,2,dax,45,1,no,male,25,accept,moral,common,2,neuroscience,abnormal,-1,0,-1,0,TRUE,TRUE,TRUE
R_0Hwkx8UD5jnbZ3f,consent,5,NA,45,1,yes,female,25,accept,moral,rare,-2,genetic,abnormal,-2,-1,-1,-1,FALSE,FALSE,FALSE
R_cUSqtiAuNqrZrx3,consent,3,DAX,45,1,no,male,26,reject,religious,rare,0,neuroscience,abnormal,-0,-1,-0,-0,TRUE,TRUE,FALSE
R_7NVqR6sFpQwRMbP,consent,5,dax,45,1,no,female,38,accept,scientific,rare,2,neuroscience,normal,-1,-2,0,0,TRUE,TRUE,TRUE
R_3PBBlaAVDpy6fc1,consent,6,dax,45,1,no,female,20,reject,scientific,rare,3,developmental,normal,-1,-0,-1,1,TRUE,TRUE,FALSE
R_8puTKFDJPMADSNT,consent,2,dax,45,2,no,male,65,accept,moral,common,3,developmental,abnormal,0,0,0,0,TRUE,FALSE,TRUE
R_396fHeE6mepGd01,consent,5,dax,145,1,no,female,26,accept,religious,rare,0,psychological,abnormal,-1,0,-0,-0,TRUE,FALSE,FALSE
R_29JpnNJI23zvI8Z,consent,1,dax,45,1,no,female,22,reject,moral,common,3,psychological,normal,3,-0,3,3,TRUE,TRUE,FALSE
R_cFRoQkd5ClUuV1z,consent,7,dax,4,3,no,female,25,reject,scientific,common,3,neuroscience,abnormal,-2,NA,2,2,TRUE,FALSE,FALSE
R_1XMEA1Owg2cidRX,consent,6,Dax,45,1,no,female,32,reject,religious,rare,3,psychological,abnormal,-3,-3,3,3,TRUE,TRUE,FALSE
R_6XAOxUOoQQWg6ix,consent,3,dax,45,1,no,female,26,reject,religious,common,-3,genetic,abnormal,3,3,3,3,TRUE,TRUE,TRUE
R_bJIHXO7qIVPpJtP,consent,7,dax,45,1,no,male,20,accept,scientific,rare,3,genetic,normal,2,1,3,2,TRUE,TRUE,TRUE
R_6G06JLDxAqVaXAh,consent,2,NA,NA,NA,NA,NA,NA,reject,moral,rare,-3,genetic,normal,1,1,1,1,FALSE,FALSE,TRUE
R_6PPqY9crQ3eQydD,consent,6,dax,4,2,maybe,female,20,reject,moral,rare,2,developmental,normal,-2,-1,1,0,TRUE,FALSE,FALSE
R_0JKHprT0FseObgp,consent,4,dax,45,1,no,female,40,accept,scientific,common,3,psychological,normal,0,1,1,0,TRUE,TRUE,TRUE
R_6JqOl19JmJ7fCGp,consent,5,dax,45,3,no,female,20,accept,religious,common,-3,neuroscience,normal,-1,-3,3,3,TRUE,FALSE,FALSE
R_3Kp0YurOl7Zt4Vf,consent,1,dax,45,2,no,female,31,reject,scientific,common,3,developmental,normal,-0,-0,1,0,TRUE,FALSE,FALSE
R_bfGuW4MQgGlXbwh,consent,6,dax,45,1,no,male,28,reject,moral,rare,-3,psychological,normal,2,2,2,2,TRUE,TRUE,TRUE
R_cIat1bDVFJ8h5Jz,consent,5,dax,45,1,no,female,23,reject,moral,common,3,psychological,abnormal,-3,-2,3,2,TRUE,TRUE,FALSE
R_72687PVVDBeQ3WZ,consent,3,dax,45,1,no,male,33,accept,moral,rare,2,developmental,abnormal,2,2,0,1,TRUE,TRUE,TRUE
R_82ZHNmUCJkT5Fat,consent,2,dax,4,1,maybe,female,43,accept,religious,common,3,genetic,normal,1,1,1,0,TRUE,FALSE,TRUE
R_6G4DubmyhBjkOOx,consent,6,dax,45,1,no,male,26,accept,religious,rare,-2,neuroscience,normal,0,2,-0,-0,TRUE,TRUE,FALSE
R_djqqKVpplkN2YsZ,consent,2,dax,45,1,no,male,27,reject,scientific,rare,0,neuroscience,abnormal,1,-1,-0,-0,TRUE,TRUE,FALSE
R_8FVcLZLaPJPdV5P,consent,2,NA,NA,NA,NA,NA,NA,accept,moral,rare,-3,developmental,abnormal,1,1,-1,-1,FALSE,FALSE,FALSE
