StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,Q1,Q108_1,Q108_2,Q108_3,Q108_4,Q108_5,Q108_6,Q108_7,Q108_8,Q108_9,Q108_10,Q108_11,Q108_12,Q100,Q14,Q20,Q22,Q101_1_1,Q101_2_1,Q101_3_1,Q101_4_1,Q101_5_1,Q101_6_1,Q101_7_1,Q101_8_1,Q101_9_1,Q101_10_1,Q101_11_1,Q101_12_1,Q13,Q13_9_TEXT,Q81,Q82,Q102,Q103,Q106,AcceptReject,SciRelMor,CommonRare,Claim,ClaimSet,Whether,TargetRating,True,Do,Domain,FalseNeutralTrue,Textbook,Fact
2014-01-22 01:04:12,2014-01-22 01:07:01,0,,169,1,2014-01-22 01:07:01,R_1HtcCuJXOVqyha5,,2,6,4,6,4,1,1,1,1,7,6,2,1,7,7,7,7,99,68,68,58,62,64,30,12,88,88,27,23,9,dax,1,23,no,beliefs vs science,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,6,true,do,science,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 01:08:30,2014-01-22 01:14:30,0,,360,1,2014-01-22 01:14:31,R_1M2K6WqUYGr4Au1,,2,6,6,6,5,5,2,5,5,7,7,7,6,7,6,4,4,60,80,30,50,50,20,30,30,30,40,40,30,9,dax,2,34,no,unsure,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,7,true,do,morality,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to morality. For example, when a person expresses a belief that killing animals for human consumption is wrong, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to morality
2014-01-22 01:07:52,2014-01-22 01:15:32,0,,460,1,2014-01-22 01:15:32,R_3z1A2lDms4rQgyp,,2,7,7,2,6,7,7,2,5,7,7,2,2,6,4,6,4,90,90,70,60,80,85,40,60,100,100,15,10,9,dax,2,49,The same set of questions appeared twice; unsure if that was supposed to happen.,religious beliefs,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,2,true,do,religion,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to religion. For example, when a person expresses a belief that every person has a soulmate, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to religion
2014-01-22 01:07:48,2014-01-22 01:16:07,0,,499,1,2014-01-22 01:16:07,R_6yBXD1AwiRbzAxv,,2,6,6,5,5,5,4,2,3,6,6,2,2,7,7,7,7,95,90,70,70,70,60,40,50,90,70,10,10,9,dax,1,32,everything went good,some of the questions had to be read carefully but other then that it was pretty easy,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,6,true,do,morality,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 01:16:23,2014-01-22 01:19:39,0,,196,1,2014-01-22 01:19:40,R_eVZ435ypoDnz0tD,,2,6,6,5,6,6,5,4,5,5,5,6,5,5,4,5,4,50,60,30,40,50,20,30,40,30,30,30,30,9,dax,1,37,no,to see how sure people are about their belief.,3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,4,true,do,religion,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 01:07:51,2014-01-22 01:19:54,0,,723,1,2014-01-22 01:19:54,R_81tYr95Bb2zRBcx,,2,7,5,7,1,7,7,7,7,7,7,1,1,4,4,6,4,100,50,95,50,95,95,95,95,10,99,25,25,9,Dax,2,26,,"Unsure ",3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,true,do,morality,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 01:21:49,2014-01-22 01:26:36,0,,287,1,2014-01-22 01:26:37,R_5mN30vfyN9iQPQx,,2,7,7,7,7,1,1,1,1,7,7,1,1,7,1,7,4,90,99,25,55,65,65,65,65,97,95,34,20,9,dax,1,24,Not at all.,Behavior of non theists.,1,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,1,true,do,religion,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 01:32:43,2014-01-22 01:32:50,0,,7,1,2014-01-22 01:32:51,R_08s1ZAMy5B22WPP,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-22 01:24:57,2014-01-22 01:33:14,0,,497,1,2014-01-22 01:33:15,R_bwlQwRPNH35R6qV,,2,7,6,7,1,4,4,4,4,7,7,1,1,6,4,4,4,99,90,85,40,85,50,60,75,99,99,35,35,"3,4",,1,28,no,individual beliefs,1,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,true,do,morality,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to morality. For example, when a person expresses a belief that killing an innocent person is wrong, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to morality
2014-01-22 01:40:09,2014-01-22 01:45:44,0,,335,1,2014-01-22 01:45:44,R_ekYGzEBFQ5gx1WZ,,2,7,7,7,7,1,1,1,1,7,7,1,1,3,4,3,4,99,99,50,70,50,50,50,50,99,99,25,25,9,dax,1,18,Seemed like the first set of questions was repeated.,Religious belief consensus.,3,2,2,1,There is a God.,9,there is a God,1,true,do,religion,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 01:44:01,2014-01-22 01:51:51,0,,470,1,2014-01-22 01:51:52,R_9XE9OwuI7GbKbGd,,2,6,6,3,5,5,5,4,4,7,7,3,3,6,6,6,6,90,90,70,80,90,75,60,60,100,100,15,15,9,dax,2,33,None,Character beliefs,3,1,2,1,There is a God.,3,there is a God,5,true,do,religion,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 02:24:09,2014-01-22 02:25:16,0,,67,1,2014-01-22 02:25:17,R_e9YG24EwiuXlQmV,,2,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,9,dax,1,25,no,nothing,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,4,true,do,morality,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to morality. For example, when a person expresses a belief that killing animals for human consumption is wrong, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to morality
2014-01-22 02:33:43,2014-01-22 02:39:50,0,,367,1,2014-01-22 02:39:50,R_cO6dvT1zZANnSbb,,2,6,6,6,6,4,2,2,2,7,7,2,2,6,4,4,4,95,85,60,55,85,80,50,60,99,99,20,10,9,dax,1,25,No problems.,I haven't the slightest idea.,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,6,true,do,science,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 02:37:05,2014-01-22 02:41:16,0,,251,1,2014-01-22 02:41:17,R_4ZLPRpipwvwrdxH,,2,6,6,5,4,4,4,4,4,7,7,3,5,5,5,6,6,50,60,50,50,70,70,60,70,90,95,20,30,9,dax,1,22,no,how we feel about certain scientific things.,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,6,true,do,science,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to science. For example, when a person expresses a belief that some diseases are caused by germs, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to science
2014-01-22 02:36:12,2014-01-22 02:41:24,0,,312,1,2014-01-22 02:41:24,R_559JQPcxpkbstQ9,,2,7,7,7,4,4,3,4,1,7,7,5,7,4,4,4,4,90,90,65,50,35,35,50,10,95,95,15,5,9,dax,1,30,no,Beliefs,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,7,true,do,science,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to science. For example, when a person expresses a belief that humans evolved via natural selection, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to science
2014-01-22 02:37:37,2014-01-22 02:43:05,0,,328,1,2014-01-22 02:43:06,R_bDYVuaaprvLaHqJ,,2,7,6,3,5,4,4,1,1,7,7,7,1,3,3,3,3,98,75,60,60,48,50,55,50,98,90,60,40,9,dax,2,22,no,Finding out what people believe,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,1,true,do,religion,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 02:39:49,2014-01-22 02:44:54,0,,305,1,2014-01-22 02:44:54,R_6rKkVlqfa1g4KI5,,2,7,7,6,6,7,7,5,7,6,6,2,2,7,7,7,7,90,65,60,45,70,75,60,75,99,97,10,20,9,dax,1,45,no,beliefs,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,7,true,do,science,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to science. For example, when a person expresses a belief that some diseases are caused by germs, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to science
2014-01-22 02:38:00,2014-01-22 02:45:05,0,,425,1,2014-01-22 02:45:06,R_0SyREh5V66p2mNL,,2,7,7,7,5,1,1,1,1,7,7,5,1,6,4,4,4,95,95,75,60,45,45,10,20,100,100,10,5,9,dax,1,22,No.,To examine people's beliefs and compare them to what they think about the general population.,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,7,true,do,morality,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 02:33:07,2014-01-22 02:46:10,0,,783,1,2014-01-22 02:46:10,R_8eouP1UvAkmzgHP,,2,6,7,6,6,7,6,2,4,3,7,2,2,6,3,5,3,80,90,90,85,70,65,60,40,100,100,95,10,"1,3,4",,1,25,,The survey was about our beliefs in different subjects.,3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,2,true,do,morality,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 02:36:14,2014-01-22 02:47:11,0,,657,1,2014-01-22 02:47:11,R_083ssyrvJmdzt41,,2,7,7,7,5,7,7,4,7,7,7,1,1,7,7,7,7,100,100,90,85,90,95,40,60,100,100,11,12,9,dax,2,53,"None. ",Not sure.,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,7,true,do,science,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 02:44:00,2014-01-22 02:48:02,0,,242,1,2014-01-22 02:48:03,R_6hfhRYXDOHoQTAh,,2,7,7,6,5,2,3,4,4,5,6,5,3,3,1,3,2,85,80,50,65,70,70,75,55,80,70,10,15,"3,4",,1,26,,"To see whether belief in science affects belief in religion and vice versa. ",3,2,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,10,every person has a soulmate,4,true,do,religion,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 02:49:02,2014-01-22 02:53:48,0,,286,1,2014-01-22 02:53:49,R_3gxH5gXgZpWqyYB,,2,7,7,7,7,1,1,1,1,7,7,5,5,6,4,4,4,90,90,40,35,60,60,60,60,100,100,45,30,9,dax,1,20,Nope,opinions on natural selection vs religion,3,1,2,1,There is a God.,3,there is a God,1,true,do,religion,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 02:50:46,2014-01-22 02:55:57,0,,311,1,2014-01-22 02:55:57,R_8kvVlPlF1qIEunr,,2,6,5,5,6,6,5,5,5,6,6,2,2,7,7,7,7,100,100,50,50,50,50,50,50,100,100,40,50,9,dax,1,35,No,Moral choices,3,1,3,1,Killing an innocent person is morally wrong.,5,killing an innocent person is wrong,6,true,do,morality,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to morality. For example, when a person expresses a belief that killing an innocent person is wrong, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to morality
2014-01-22 02:49:34,2014-01-22 03:04:02,0,,868,1,2014-01-22 03:04:03,R_djrYfW3FKYT51CB,,2,6,4,5,5,1,1,1,1,7,7,2,2,3,5,3,3,90,55,50,60,60,60,50,50,100,99,15,7,9,dax,2,24,"The wording of the questions concerning Michael and confidence in whether it is true or false that eating animals is morally wrong was extremely confusing. Hopefully that was the point, or otherwise the questions were somehow unintentionally written in about the most confusing way possible.","Not sure, but hopefully it had something to do with the interpretation of those confusing questions.",3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,2,true,do,morality,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 02:52:46,2014-01-22 03:05:09,0,,743,1,2014-01-22 03:05:10,R_392pIn84J7nddeB,,2,7,6,6,6,6,7,7,5,6,5,5,5,6,6,6,6,85,80,75,50,50,50,75,50,85,85,33,33,9,dax,1,23,Not really,Demographic beliefs / ethics,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,6,true,do,morality,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 03:02:06,2014-01-22 03:05:45,0,,219,1,2014-01-22 03:05:45,R_37PsfBchxe1qByl,,2,4,4,4,3,2,5,4,3,4,2,4,2,5,4,5,4,90,90,70,80,90,90,90,90,99,99,10,10,9,dax,1,30,Everything seemed okay.,If scientific proof would sway religious believers.,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,4,true,do,science,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to science. For example, when a person expresses a belief that humans evolved via natural selection, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to science
2014-01-22 03:03:13,2014-01-22 03:06:41,0,,208,1,2014-01-22 03:06:41,R_8uexTyiLMt4NwgJ,,2,1,3,3,5,4,4,7,6,6,6,6,5,7,6,4,5,85,70,90,50,10,10,50,10,100,100,23,5,9,dax,1,26,,,3,2,2,1,There is a God.,9,there is a God,4,true,do,religion,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 03:02:35,2014-01-22 03:06:57,0,,262,1,2014-01-22 03:06:58,R_8eUQPIsle9Fw7Yh,,2,6,6,6,6,1,1,1,1,5,5,1,2,4,4,4,4,90,40,60,50,70,70,30,50,90,75,10,20,9,dax,2,22,no,is dax a DS9 reference? Cause that's awesome,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,1,true,do,morality,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 03:04:01,2014-01-22 03:07:39,0,,218,1,2014-01-22 03:07:39,R_d689kd1XFhDe3XL,,2,7,6,6,3,1,1,1,1,6,7,1,1,5,4,4,4,90,90,70,50,60,80,40,60,90,80,20,10,9,dax,1,27,no,measuring religious beliefs,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,1,true,do,religion,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to religion. For example, when a person expresses a belief that every person has a soulmate, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to religion
2014-01-22 03:03:46,2014-01-22 03:09:08,0,,322,1,2014-01-22 03:09:09,R_42weju1xc46JSCx,,2,7,5,5,4,7,7,4,5,7,7,2,2,5,4,5,4,50,50,50,50,50,50,50,40,100,100,10,10,9,dax,1,35,Everything was fine.,Morals and personal beliefs.,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,5,true,do,science,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 03:08:01,2014-01-22 03:13:31,0,,330,1,2014-01-22 03:13:31,R_6wXDu4at603vNhb,,2,6,6,4,6,6,6,3,6,7,7,3,3,2,4,3,4,85,60,60,60,80,80,30,50,75,90,20,25,9,dax,1,28,no,belief,1,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,6,true,do,science,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 03:09:51,2014-01-22 03:16:23,0,,392,1,2014-01-22 03:16:24,R_41vhClZRwKt5Dxz,,2,7,5,6,7,4,2,3,5,7,7,2,3,7,5,7,5,95,100,99,98,50,50,95,40,100,99,20,10,9,dax,1,23,2 pages with the same questions (the story about Michael's claim),No idea.,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,2,true,do,morality,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 03:16:25,2014-01-22 03:21:44,0,,319,1,2014-01-22 03:21:44,R_beclrxJQC7RwxE1,,2,7,7,6,7,4,2,2,2,7,7,6,2,6,6,6,6,90,75,50,55,70,35,50,50,95,95,90,50,"1,3,4",,1,23,No.,"To study human interaction with religion, god, and science.",3,2,3,2,Killing animals for human consumption is morally wrong.,12,killing animals for human consumption is wrong,6,true,do,morality,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 03:19:08,2014-01-22 03:23:38,0,,270,1,2014-01-22 03:23:38,R_3BFwxLZ0Ki8PAih,,2,7,7,7,7,1,1,1,1,7,1,1,1,4,2,4,2,90,50,75,40,65,20,30,30,90,90,15,15,9,dax,1,35,No,Thoughts on religion,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,1,true,do,religion,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to religion. For example, when a person expresses a belief that every person has a soulmate, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to religion
2014-01-22 03:19:36,2014-01-22 03:24:11,0,,275,1,2014-01-22 03:24:12,R_0D0ue0I6caU0y1v,,2,7,7,7,7,1,1,1,1,4,4,4,3,3,4,4,4,95,85,80,50,90,90,70,90,90,60,8,5,9,dax,1,36,no,How people respond to psychology surveys based on beliefs,3,2,1,2,Humans evolved via natural selection and share common ancestry with many other species.,8,humans evolved via natural selection,7,true,do,science,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 03:18:18,2014-01-22 03:28:44,0,,626,1,2014-01-22 03:28:45,R_6VhLaAwJRHQw3yZ,,2,7,7,6,7,7,7,3,6,7,7,7,1,6,4,4,4,100,100,75,80,80,80,85,85,100,100,10,10,9,dax,1,22,,Personal beliefs,3,2,2,1,There is a God.,9,there is a God,7,true,do,religion,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 03:26:23,2014-01-22 03:34:47,0,,504,1,2014-01-22 03:34:47,R_0wEDvSTPzzfuEQd,,2,7,7,4,6,7,6,6,5,7,7,1,1,5,5,6,6,100,100,40,60,70,80,60,80,100,100,10,30,9,dax,1,35,Nope.,religious opinions on science,3,1,1,2,Humans evolved via natural selection and share common ancestry with many other species.,2,humans evolved via natural selection,4,true,do,science,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to science. For example, when a person expresses a belief that humans evolved via natural selection, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to science
2014-01-22 03:42:12,2014-01-22 03:45:48,0,,216,1,2014-01-22 03:45:49,R_1GPC05SgXnR6Ryl,,2,7,7,6,6,2,2,2,2,7,7,2,2,3,4,3,4,95,80,80,75,50,50,50,50,100,100,25,20,9,dax,1,24,,How scientific information can affect our confidence in our own beliefs.,3,1,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,1,some diseases are caused by germs,7,true,do,science,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 03:48:26,2014-01-22 03:54:21,0,,355,1,2014-01-22 03:54:21,R_89edFQ6KPpPotrn,,2,7,5,7,7,1,1,1,1,7,7,2,3,6,4,6,4,99,60,75,65,35,40,80,40,99,99,5,5,9,dax,1,40,no,whether or not small changes in wording affect my answers,3,2,1,1,Some diseases are caused by microorganisms called ‘germs’ that can infect a host organism.,7,some diseases are caused by germs,7,true,do,science,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 03:56:28,2014-01-22 03:58:37,0,,129,1,2014-01-22 03:58:38,R_24ZO1nbKf9xl5Bj,,2,6,5,6,6,7,7,6,5,5,7,5,6,6,3,3,6,40,20,40,20,30,50,90,20,100,50,80,50,9,dax,1,26,None,How we see animals as people,3,1,3,2,Killing animals for human consumption is morally wrong.,6,killing animals for human consumption is wrong,5,true,do,morality,True,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with true beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually correct (even if the person expressing it has low confidence that it is true).",activity in the posterior striatum cortex is associated with true beliefs
2014-01-22 03:55:46,2014-01-22 03:59:09,0,,203,1,2014-01-22 03:59:10,R_bDYUu6PdI1OlrZr,,2,5,5,6,6,2,2,2,3,6,6,2,2,4,4,4,4,90,50,80,80,50,20,20,50,99,99,10,10,9,dax,1,27,,to see if people will change their opinions,3,1,2,2,Every person has a soulmate or life partner who has been preselected for him or her by God or some other spiritual force in the universe.,4,every person has a soulmate,2,true,do,religion,False,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with false beliefs. When a person expresses a belief, and doing so is accompanied by activity in this brain region, the belief is usually incorrect (even if the person expressing it has high confidence that it is true).",activity in the posterior striatum cortex is associated with false beliefs
2014-01-22 03:53:45,2014-01-22 04:01:05,0,,440,1,2014-01-22 04:01:06,R_4TkHUq4HiSghw3P,,2,7,7,7,7,1,1,1,1,7,7,1,1,4,4,4,4,90,50,40,60,70,50,50,70,100,100,10,10,9,dax,1,29,no,Morality,3,2,3,1,Killing an innocent person is morally wrong.,11,killing an innocent person is wrong,7,true,do,morality,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to morality. For example, when a person expresses a belief that killing an innocent person is wrong, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to morality
2014-01-22 03:51:58,2014-01-22 04:01:09,0,,551,1,2014-01-22 04:01:10,R_6nyVvMH5cE0fRGt,,2,5,5,6,4,6,6,2,5,5,6,3,4,4,4,5,5,70,80,75,62,74,84,71,52,88,88,34,32,9,dax,1,28,,Something about scientific assertions and the average American perception,3,1,2,1,There is a God.,3,there is a God,6,true,do,religion,Neutral,"Michael later reads in a reliable textbook that activity in the posterior striatum cortex is associated with beliefs related to religion. For example, when a person expresses a belief that there is a God, there is usually activity in the posterior striatum cortex.",activity in the posterior striatum cortex is associated with beliefs related to religion
